"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 17 00:02:54 GMT 2025","Sat May 17 00:03:01 GMT 2025","6926","","Login","Regression","LoginTests","Login_Should_Show_LogOut_Button","Login_Should_Show_LogOut_Button","This test validates that a user can successfully log into the Ryanair website using valid credentials."
"passed","Sat May 17 00:02:54 GMT 2025","Sat May 17 00:03:03 GMT 2025","8386","","Flight Search","Regression","FlightSearchTests","Search_OneWayTrip_ToAnyDestination","Search_OneWayTrip_ToAnyDestination","Verifies that a user can search for a one-way trip with flexible dates and reach the fare-finder results page."
