"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 17 20:16:27 GMT 2025","Sat May 17 20:16:35 GMT 2025","7408","","Login","Regression","LoginTests","Login_Should_Show_LogOut_Button","Login_Should_Show_LogOut_Button","Validates that a user can successfully log into the Ryanair website using valid credentials."
"passed","Sat May 17 20:16:27 GMT 2025","Sat May 17 20:16:36 GMT 2025","8415","","Flight Search","Regression","FlightSearchTests","Search_OneWayTrip_ToAnyDestination","Search_OneWayTrip_ToAnyDestination","Validate that a user can search for a one-way trip with flexible dates and reach the fare-finder results page."
