"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 16 12:10:17 GMT 2025","Fri May 16 12:10:35 GMT 2025","17985","","Login","Regression","LoginTests","Login_Should_Show_LogOut_Button","Login_Should_Show_LogOut_Button","This test validates that a user can successfully log into the Ryanair website using valid credentials."
"passed","Fri May 16 12:10:17 GMT 2025","Fri May 16 12:10:36 GMT 2025","18920","","Flight Search","Regression","FlightSearchTests","Search_OneWayTrip_ToAnyDestination","Search_OneWayTrip_ToAnyDestination","Verifies that a user can search for a one-way trip with flexible dates and reach the fare-finder results page."
